camis,dba,borough,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,grade_date,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location,critical_flag_bin,neighborhood_simple,neighborhoods,nyc_poverty_rate,median_income,perc_white,perc_black,perc_asian,perc_other,perc_hispanic,indexscore
41330799,MIKE'S ISLAND GRILL RESTAURANT,Brooklyn,326,EAST   98 STREET,11212,7183463494,caribbean,2025-05-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2025-05-12,2025-11-14,Cycle Inspection / Initial Inspection,40.65999301604,-73.9173752958,317.0,41.0,89000.0,3101958.0,3046720012.0,BK96,POINT (-73.917375295797 40.659993016043),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
41353639,WILLIAM GREENBERG JR DESSERTS,Manhattan,1100,MADISON AVENUE,10028,2128611340,coffee/tea,2024-06-12,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,2024-06-12,2025-11-14,Cycle Inspection / Re-inspection,40.77851311192,-73.96053474526,108.0,4.0,14200.0,1046749.0,1014940015.0,MN40,POINT (-73.960534745263 40.778513111918),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41371387,FAIRFIELD INN,Queens,28-66,COLLEGE POINT BOULEVARD,11354,7188889979,american,2024-12-09,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13.0,A,2024-12-09,2025-11-14,Cycle Inspection / Re-inspection,40.77153285805,-73.84405455645,407.0,19.0,90700.0,4570029.0,4043220001.0,QN23,POINT (-73.844054556454 40.771532858047),0.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
41375359,SIENA,Brooklyn,533,KINGS HIGHWAY,11223,7186765024,jewish/kosher,2024-03-20,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2024-03-20,2025-11-14,Cycle Inspection / Initial Inspection,40.60448908368,-73.96964841358,315.0,44.0,42200.0,3177322.0,3066600049.0,BK25,POINT (-73.969648413578 40.604489083684),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41379274,DADDY'S CAFE,Brooklyn,1939,MCDONALD AVENUE,11223,7189985940,american,2024-06-26,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,10.0,A,2024-06-26,2025-11-14,Cycle Inspection / Initial Inspection,40.60527751711,-73.97233103914,315.0,44.0,42200.0,3177193.0,3066580072.0,BK25,POINT (-73.972331039137 40.605277517114),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41391456,CAFE REBAY,Manhattan,1071,5 AVENUE,10128,2124275690,american,2024-10-24,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,A,2024-10-24,2025-11-14,Cycle Inspection / Initial Inspection,40.78291804251,-73.9593910585,108.0,4.0,15002.0,1046946.0,1015000001.0,MN40,POINT (-73.959391058496 40.782918042509),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41403222,YOLIE'S BAR & RESTAURANT,Brooklyn,5722,CLARENDON ROAD,11203,3475292510,creole,2025-02-11,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31.0,C,2025-02-11,2025-11-14,Cycle Inspection / Re-inspection,40.64485642671,-73.92256148575,317.0,45.0,94600.0,3393794.0,3079150046.0,BK96,POINT (-73.922561485745 40.644856426709),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
41405163,OASIS CAFE,Brooklyn,2689,CONEY ISLAND AVENUE,11235,3476735080,russian,2024-03-20,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,2.0,A,2024-03-20,2025-11-14,Cycle Inspection / Re-inspection,40.59105334796,-73.96062795837,315.0,48.0,58800.0,3202824.0,3074110074.0,BK25,POINT (-73.960627958371 40.591053347963),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41406318,EL NUEVO BOHIO TROPICAL,Bronx,20,WESTCHESTER SQUARE,10461,7184094442,latin american,2025-10-16,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,2025-10-16,2025-11-14,Cycle Inspection / Re-inspection,40.84064193086,-73.84331728604,210.0,18.0,20000.0,2041865.0,2039840001.0,BX37,POINT (-73.84331728604 40.840641930857),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
41412075,BURGER ONE NYC,Manhattan,1150,LEXINGTON AVENUE,10075,2127370095,american,2024-12-30,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8.0,A,2024-12-30,2025-11-14,Cycle Inspection / Re-inspection,40.77524895029,-73.95869169597,108.0,4.0,14000.0,1047487.0,1015080057.0,MN40,POINT (-73.958691695966 40.77524895029),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41421560,ISLAND GROVE RESTAURANT,Brooklyn,5600,CLARENDON ROAD,11203,7184843192,caribbean,2025-01-06,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2025-01-06,2025-11-14,Cycle Inspection / Re-inspection,40.64479953119,-73.92367141932,317.0,45.0,94600.0,3106043.0,3047770001.0,BK96,POINT (-73.923671419324 40.644799531187),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
41423908,DAVID'S,Brooklyn,539,KINGS HIGHWAY,11223,7189988600,jewish/kosher,2023-05-02,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,9.0,A,2023-05-02,2025-11-14,Cycle Inspection / Initial Inspection,40.60450825027,-73.96947194206,315.0,44.0,42200.0,3177319.0,3066600046.0,BK25,POINT (-73.969471942061 40.60450825027),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41426316,CARAVAGGIO,Manhattan,23,EAST   74 STREET,10021,2122881004,italian,2022-12-15,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5.0,A,2022-12-15,2025-11-14,Cycle Inspection / Initial Inspection,40.77330225565,-73.96494980829,108.0,4.0,13000.0,1041681.0,1013897501.0,MN40,POINT (-73.96494980829 40.773302255654),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41428706,GOOD FAMILY BAKERY,Brooklyn,1317,AVENUE U,11229,7189988988,bakery products/desserts,2025-01-14,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,9.0,A,2025-01-14,2025-11-14,Cycle Inspection / Initial Inspection,40.59865822646,-73.95801635847,315.0,48.0,58200.0,3198031.0,3073180042.0,BK25,POINT (-73.958016358465 40.598658226461),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41460035,GUYANA EX POLICE ASSOCIATION OF AMERICA,Brooklyn,609,EAST   53 STREET,11203,3474635371,caribbean,2019-06-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,8.0,A,2019-06-22,2025-11-14,Cycle Inspection / Initial Inspection,40.64426349416,-73.92664126623,317.0,45.0,84600.0,3105893.0,3047740001.0,BK96,POINT (-73.926641266232 40.644263494164),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
41461860,LEX RESTAURANT,Manhattan,1370,LEXINGTON AVENUE,10128,2128605903,italian,2025-07-10,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,2025-07-10,2025-11-14,Cycle Inspection / Re-inspection,40.78236685616,-73.9534983453,108.0,4.0,14802.0,1048286.0,1015190156.0,MN40,POINT (-73.953498345296 40.782366856158),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41464606,LINDA'S RESTAURANT BAKERY & LOUNGE,Brooklyn,5322,CHURCH AVENUE,11203,7184850731,caribbean,2024-09-23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2024-09-23,2025-11-14,Cycle Inspection / Re-inspection,40.65232528396,-73.92721619499,317.0,41.0,86200.0,3102980.0,3047010009.0,BK96,POINT (-73.927216194989 40.652325283956),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
41473313,HAPPY GARDEN RESTAURANT,Bronx,706,MORRIS PARK AVENUE,10462,7184091471,chinese,2025-01-09,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,2025-01-09,2025-11-14,Cycle Inspection / Re-inspection,40.84527331479,-73.86579856207,211.0,13.0,23800.0,2093054.0,2040330004.0,BX37,POINT (-73.865798562071 40.845273314791),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
41474509,SHAKE SHACK,Manhattan,152,EAST   86 STREET,10028,6462375036,hamburgers,2025-08-27,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,9.0,A,2025-08-27,2025-11-14,Cycle Inspection / Initial Inspection,40.77926041717,-73.95506037519,108.0,5.0,14801.0,,1.0,MN40,POINT (-73.955060375189 40.779260417173),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41480070,ROYAL FRIED CHICKEN,Brooklyn,496,ROCKAWAY PARKWAY,11212,7183468100,chicken,2025-08-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2025-08-28,2025-11-14,Cycle Inspection / Initial Inspection,40.65639552903,-73.91488213126,317.0,42.0,89000.0,3102669.0,3046930001.0,BK96,POINT (-73.914882131257 40.65639552903),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
41480215,GURMAN,Brooklyn,2402,CONEY ISLAND AVENUE,11223,7183823300,russian,2023-01-18,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5.0,A,2023-01-18,2025-11-14,Cycle Inspection / Initial Inspection,40.59868406123,-73.96122480272,315.0,48.0,39400.0,3192204.0,3071120043.0,BK25,POINT (-73.961224802721 40.598684061231),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41480255,CHARLEY'S PHILLY STEAKS,Brooklyn,5100,KINGS PLAZA,11234,7183383083,sandwiches,2024-08-20,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,22.0,B,2024-08-20,2025-11-14,Cycle Inspection / Re-inspection,40.60992885454,-73.92228161707,318.0,46.0,69800.0,3326830.0,3084700055.0,BK45,POINT (-73.922281617072 40.609928854538),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
41483315,MANHATTAN WEST,Manhattan,25,EAST   78 STREET,10075,2122050100,american,2024-10-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2024-10-03,2025-11-14,Cycle Inspection / Initial Inspection,40.77583508016,-73.96308540958,108.0,4.0,14200.0,1041863.0,1013930014.0,MN40,POINT (-73.963085409582 40.775835080161),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41502332,EL NUEVO POLLO RESTURANT #2,Bronx,651,MORRIS PARK AVENUE,10462,3478105304,latin american,2025-10-07,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2025-10-07,2025-11-14,Cycle Inspection / Re-inspection,40.84490492655,-73.86765346941,211.0,13.0,23600.0,2043413.0,2040480009.0,BX37,POINT (-73.867653469405 40.84490492655),1.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
41513074,WB CARIBBEAN RESTAURANT,Brooklyn,9407,CHURCH AVENUE,11212,7183421543,caribbean,2025-03-04,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,2025-03-04,2025-11-14,Cycle Inspection / Initial Inspection,40.65476112805,-73.91690967577,317.0,42.0,88800.0,3341412.0,3046910043.0,BK96,POINT (-73.916909675766 40.654761128052),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
